CountryName,CountryCode,IndicatorCode,Year,Value
Least developed countries: UN classification,LDC,NY.GDP.PCAP.CD,2019,1104.1863315105152
Least developed countries: UN classification,LDC,NY.GDP.PCAP.CD,2020,1088.7049085651304
Low & middle income,LMY,NY.GDP.PCAP.CD,1990,804.6484565007964
Low & middle income,LMY,NY.GDP.PCAP.CD,1991,767.9718071387512
Low & middle income,LMY,NY.GDP.PCAP.CD,1992,790.8802082492929
Low & middle income,LMY,NY.GDP.PCAP.CD,1993,840.4306372388851
Low & middle income,LMY,NY.GDP.PCAP.CD,1994,926.1005313766784
Low & middle income,LMY,NY.GDP.PCAP.CD,1995,1040.2073929044918
Low & middle income,LMY,NY.GDP.PCAP.CD,1996,1136.0085332998822
Low & middle income,LMY,NY.GDP.PCAP.CD,1997,1185.7110327599742
Low & middle income,LMY,NY.GDP.PCAP.CD,1998,1160.9390755323748
Low & middle income,LMY,NY.GDP.PCAP.CD,1999,1099.8251875912888
Low & middle income,LMY,NY.GDP.PCAP.CD,2000,1177.7576547861252
Low & middle income,LMY,NY.GDP.PCAP.CD,2001,1162.0659341765906
Low & middle income,LMY,NY.GDP.PCAP.CD,2002,1167.5545923199622
Low & middle income,LMY,NY.GDP.PCAP.CD,2003,1288.2216957597288
Low & middle income,LMY,NY.GDP.PCAP.CD,2004,1490.066347945242
Low & middle income,LMY,NY.GDP.PCAP.CD,2005,1734.864229306545
Low & middle income,LMY,NY.GDP.PCAP.CD,2006,2014.0389205345489
Low & middle income,LMY,NY.GDP.PCAP.CD,2007,2439.694266605888
Low & middle income,LMY,NY.GDP.PCAP.CD,2008,2857.4326076157436
Low & middle income,LMY,NY.GDP.PCAP.CD,2009,2826.1947933345978
Low & middle income,LMY,NY.GDP.PCAP.CD,2010,3390.749902821832
Low & middle income,LMY,NY.GDP.PCAP.CD,2011,3939.1522937355494
Low & middle income,LMY,NY.GDP.PCAP.CD,2012,4130.064443785129
Low & middle income,LMY,NY.GDP.PCAP.CD,2013,4326.214926865688
Low & middle income,LMY,NY.GDP.PCAP.CD,2014,4468.797498614555
Low & middle income,LMY,NY.GDP.PCAP.CD,2015,4282.04601624269
Low & middle income,LMY,NY.GDP.PCAP.CD,2016,4269.770066928621
Low & middle income,LMY,NY.GDP.PCAP.CD,2017,4607.317363113115
Low & middle income,LMY,NY.GDP.PCAP.CD,2018,4846.8633447965185
Low & middle income,LMY,NY.GDP.PCAP.CD,2019,4904.422916496145
Low & middle income,LMY,NY.GDP.PCAP.CD,2020,4698.517529767297
Low income,LIC,NY.GDP.PCAP.CD,1990,487.0193249494685
Low income,LIC,NY.GDP.PCAP.CD,1991,532.045895664162
Low income,LIC,NY.GDP.PCAP.CD,1992,355.9223472443973
Low income,LIC,NY.GDP.PCAP.CD,1993,381.5476365981356
Low income,LIC,NY.GDP.PCAP.CD,1994,352.858161424664
Low income,LIC,NY.GDP.PCAP.CD,1995,313.2979276855738
Low income,LIC,NY.GDP.PCAP.CD,1996,289.573825338249
Low income,LIC,NY.GDP.PCAP.CD,1997,302.9847034302028
Low income,LIC,NY.GDP.PCAP.CD,1998,301.00846965687964
Low income,LIC,NY.GDP.PCAP.CD,1999,296.1631186557618
Low income,LIC,NY.GDP.PCAP.CD,2000,360.0843011049894
Low income,LIC,NY.GDP.PCAP.CD,2001,329.92997150878716
Low income,LIC,NY.GDP.PCAP.CD,2002,356.43653544294165
Low income,LIC,NY.GDP.PCAP.CD,2003,386.92353944021187
Low income,LIC,NY.GDP.PCAP.CD,2004,444.49925833823755
Low income,LIC,NY.GDP.PCAP.CD,2005,520.2901484797466
Low income,LIC,NY.GDP.PCAP.CD,2006,585.1917748750534
Low income,LIC,NY.GDP.PCAP.CD,2007,686.4136511383946
Low income,LIC,NY.GDP.PCAP.CD,2008,793.944951436847
Low income,LIC,NY.GDP.PCAP.CD,2009,753.8561977814082
Low income,LIC,NY.GDP.PCAP.CD,2010,820.5629151354615
Low income,LIC,NY.GDP.PCAP.CD,2011,868.5303573882205
Low income,LIC,NY.GDP.PCAP.CD,2012,772.4479986420619
Low income,LIC,NY.GDP.PCAP.CD,2013,767.5443853721417
Low income,LIC,NY.GDP.PCAP.CD,2014,789.2845303071905
Low income,LIC,NY.GDP.PCAP.CD,2015,736.6455640297928
Low income,LIC,NY.GDP.PCAP.CD,2016,630.7698559468273
Low income,LIC,NY.GDP.PCAP.CD,2017,635.4754494208303
Low income,LIC,NY.GDP.PCAP.CD,2018,647.1633972183553
Low income,LIC,NY.GDP.PCAP.CD,2019,654.9409479125445
Low income,LIC,NY.GDP.PCAP.CD,2020,607.9647536800084
Lower middle income,LMC,NY.GDP.PCAP.CD,1990,433.1841777743513
Lower middle income,LMC,NY.GDP.PCAP.CD,1991,405.0292525984155
Lower middle income,LMC,NY.GDP.PCAP.CD,1992,413.3391287225675
Lower middle income,LMC,NY.GDP.PCAP.CD,1993,408.78747757679514
Lower middle income,LMC,NY.GDP.PCAP.CD,1994,449.5508779915644
Lower middle income,LMC,NY.GDP.PCAP.CD,1995,522.3133352380931
Lower middle income,LMC,NY.GDP.PCAP.CD,1996,582.1389616109702
Lower middle income,LMC,NY.GDP.PCAP.CD,1997,597.8764808818266
Lower middle income,LMC,NY.GDP.PCAP.CD,1998,597.9210431914996
Lower middle income,LMC,NY.GDP.PCAP.CD,1999,540.2349480660987
Lower middle income,LMC,NY.GDP.PCAP.CD,2000,558.9730587867186
Lower middle income,LMC,NY.GDP.PCAP.CD,2001,553.5186928449327
Lower middle income,LMC,NY.GDP.PCAP.CD,2002,572.7496223795212
Lower middle income,LMC,NY.GDP.PCAP.CD,2003,638.2291323934986
Lower middle income,LMC,NY.GDP.PCAP.CD,2004,721.1592547832798
Lower middle income,LMC,NY.GDP.PCAP.CD,2005,815.9864701332664
Lower middle income,LMC,NY.GDP.PCAP.CD,2006,938.6500840244843
Lower middle income,LMC,NY.GDP.PCAP.CD,2007,1128.0537471329474
Lower middle income,LMC,NY.GDP.PCAP.CD,2008,1225.819072049394
Lower middle income,LMC,NY.GDP.PCAP.CD,2009,1256.4634644481487
Lower middle income,LMC,NY.GDP.PCAP.CD,2010,1486.7332379150414
Lower middle income,LMC,NY.GDP.PCAP.CD,2011,1631.114304421249
Lower middle income,LMC,NY.GDP.PCAP.CD,2012,1695.3044547825202
Lower middle income,LMC,NY.GDP.PCAP.CD,2013,1763.7890305700985
Lower middle income,LMC,NY.GDP.PCAP.CD,2014,1874.7754737290002
Lower middle income,LMC,NY.GDP.PCAP.CD,2015,1843.9224598270218
Lower middle income,LMC,NY.GDP.PCAP.CD,2016,1892.7052403955765
Lower middle income,LMC,NY.GDP.PCAP.CD,2017,2019.4985398287458
Lower middle income,LMC,NY.GDP.PCAP.CD,2018,2078.7573887210533
Lower middle income,LMC,NY.GDP.PCAP.CD,2019,2153.9542710849373
Lower middle income,LMC,NY.GDP.PCAP.CD,2020,2058.434599827024
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,1990,2183.5417052460166
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,1991,1708.9049755036713
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,1992,1752.029561708189
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,1993,1598.2527833102029
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,1994,1643.1686242449264
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,1995,1775.4906594465722
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,1996,1918.3773751559756
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,1997,1954.532673533855
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,1998,1868.517311662917
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,1999,1974.9072576149367
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2000,2220.384393002944
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2001,2153.1933254619253
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2002,2092.4242763394564
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2003,2279.518860727473
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2004,2624.189354963536
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2005,3050.8608626851233
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2006,3482.47657916496
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2007,4010.0522807359434
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2008,4834.3220439614515
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2009,4256.640483462495
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2010,4858.243166667323
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2011,5718.869078610573
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2012,6035.565810081063
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2013,5852.491970957725
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2014,5794.328102847264
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2015,5108.831177864094
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2016,5080.740677223574
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2017,5232.296315549282
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2018,5509.559137855232
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2019,5371.4898716516645
"Middle East, North Africa, Afghanistan & Pakistan",MEA,NY.GDP.PCAP.CD,2020,4707.819860848866
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,1990,1555.0582746102962
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,1991,1024.1399233440172
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,1992,1022.1427457512086
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,1993,877.444978567879
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,1994,899.2697931283295
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,1995,977.954473377344
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,1996,1058.0660783987134
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,1997,1077.3362307443322
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,1998,1075.3585970662743
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,1999,1137.9223275515951
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2000,1247.4723812327325
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2001,1226.5099141202134
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2002,1168.2820498142512
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2003,1263.8760621186152
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2004,1463.0414880656842
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2005,1657.1102443237721
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2006,1883.1206783766263
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2007,2237.2618832055273
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2008,2652.7903914572057
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2009,2510.7476266612293
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2010,2816.1934726804816
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2011,3232.5508544512504
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2012,3412.573024702392
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2013,3148.3641242061967
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2014,3073.7999425630837
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2015,2802.6313498093373
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2016,2832.8305259799977
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2017,2827.7724704252255
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2018,2789.8263746163702
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2019,2674.370460830078
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,NY.GDP.PCAP.CD,2020,2381.4254246993396
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,1990,1551.3318248337998
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,1991,1021.7804754188047
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,1992,1019.8870463803621
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,1993,875.5990894136494
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,1994,897.4797170300708
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,1995,975.8461380594914
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,1996,1056.4657855940407
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,1997,1075.3677679270413
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,1998,1072.8906134010867
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,1999,1135.6275553721077
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2000,1246.0197506888817
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2001,1225.8147413981176
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2002,1168.3592730487023
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2003,1263.9157454030783
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2004,1463.3046705257825
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2005,1657.842969159629
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2006,1885.1487024815551
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2007,2240.9883678389647
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2008,2656.8304614043805
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2009,2512.843820366299
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2010,2817.903802181516
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2011,3234.882598840261
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2012,3414.8716587693243
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2013,3147.2467917621916
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2014,3071.927719890004
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2015,2799.454418115623
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2016,2828.100490448764
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2017,2822.3596914468385
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2018,2784.509676751367
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2019,2667.558952588946
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,NY.GDP.PCAP.CD,2020,2375.4738441755976
Middle income,MIC,NY.GDP.PCAP.CD,1990,827.0237384192267
Middle income,MIC,NY.GDP.PCAP.CD,1991,785.7400979845933
Middle income,MIC,NY.GDP.PCAP.CD,1992,820.3154517138639
Middle income,MIC,NY.GDP.PCAP.CD,1993,871.9642266744236
Middle income,MIC,NY.GDP.PCAP.CD,1994,965.2436073284292
Middle income,MIC,NY.GDP.PCAP.CD,1995,1089.621377984833
Middle income,MIC,NY.GDP.PCAP.CD,1996,1193.8228652822982
Middle income,MIC,NY.GDP.PCAP.CD,1997,1246.7372600728381
Middle income,MIC,NY.GDP.PCAP.CD,1998,1221.1620928568152
Middle income,MIC,NY.GDP.PCAP.CD,1999,1156.94603815533
Middle income,MIC,NY.GDP.PCAP.CD,2000,1236.9545215877627
Middle income,MIC,NY.GDP.PCAP.CD,2001,1222.8563224551392
Middle income,MIC,NY.GDP.PCAP.CD,2002,1227.929372196731
Middle income,MIC,NY.GDP.PCAP.CD,2003,1356.3760667381575
Middle income,MIC,NY.GDP.PCAP.CD,2004,1570.3216065764939
Middle income,MIC,NY.GDP.PCAP.CD,2005,1829.6073816169794
Middle income,MIC,NY.GDP.PCAP.CD,2006,2127.30093055621
Middle income,MIC,NY.GDP.PCAP.CD,2007,2580.905677089597
Middle income,MIC,NY.GDP.PCAP.CD,2008,3026.2822197310234
Middle income,MIC,NY.GDP.PCAP.CD,2009,2998.3562923394456
Middle income,MIC,NY.GDP.PCAP.CD,2010,3607.269977818816
Middle income,MIC,NY.GDP.PCAP.CD,2011,4201.462341994765
Middle income,MIC,NY.GDP.PCAP.CD,2012,4420.32330991182
Middle income,MIC,NY.GDP.PCAP.CD,2013,4637.494687426451
Middle income,MIC,NY.GDP.PCAP.CD,2014,4794.476094663691
Middle income,MIC,NY.GDP.PCAP.CD,2015,4599.808454208872
Middle income,MIC,NY.GDP.PCAP.CD,2016,4600.229368477439
Middle income,MIC,NY.GDP.PCAP.CD,2017,4973.537079677237
Middle income,MIC,NY.GDP.PCAP.CD,2018,5240.738757119683
Middle income,MIC,NY.GDP.PCAP.CD,2019,5310.453500329754
Middle income,MIC,NY.GDP.PCAP.CD,2020,5096.735904037602
North America,NAC,NY.GDP.PCAP.CD,1990,23653.502005869716
North America,NAC,NY.GDP.PCAP.CD,1991,24094.130691652135
North America,NAC,NY.GDP.PCAP.CD,1992,24974.740563087835
North America,NAC,NY.GDP.PCAP.CD,1993,25772.072437097322
North America,NAC,NY.GDP.PCAP.CD,1994,26931.65092829002
North America,NAC,NY.GDP.PCAP.CD,1995,27897.934607713934
North America,NAC,NY.GDP.PCAP.CD,1996,29112.24514369214
North America,NAC,NY.GDP.PCAP.CD,1997,30518.063769434524
North America,NAC,NY.GDP.PCAP.CD,1998,31691.945326512632
North America,NAC,NY.GDP.PCAP.CD,1999,33320.9315858675
North America,NAC,NY.GDP.PCAP.CD,2000,35151.374186527144
North America,NAC,NY.GDP.PCAP.CD,2001,35831.45447241329
North America,NAC,NY.GDP.PCAP.CD,2002,36652.00312785095
North America,NAC,NY.GDP.PCAP.CD,2003,38395.54529697293
North America,NAC,NY.GDP.PCAP.CD,2004,40788.4830356565
North America,NAC,NY.GDP.PCAP.CD,2005,43368.57170445749
North America,NAC,NY.GDP.PCAP.CD,2006,45741.25142684995
North America,NAC,NY.GDP.PCAP.CD,2007,47727.77338111933
North America,NAC,NY.GDP.PCAP.CD,2008,48398.372260079
North America,NAC,NY.GDP.PCAP.CD,2009,46581.41233133239
North America,NAC,NY.GDP.PCAP.CD,2010,48545.794359472864
North America,NAC,NY.GDP.PCAP.CD,2011,50251.99272935559
North America,NAC,NY.GDP.PCAP.CD,2012,51812.88573344559
North America,NAC,NY.GDP.PCAP.CD,2013,53240.40421170379
North America,NAC,NY.GDP.PCAP.CD,2014,54742.832042680086
North America,NAC,NY.GDP.PCAP.CD,2015,55534.45702915745
North America,NAC,NY.GDP.PCAP.CD,2016,56416.785023509176
North America,NAC,NY.GDP.PCAP.CD,2017,58555.88978104266
North America,NAC,NY.GDP.PCAP.CD,2018,61228.19582732204
North America,NAC,NY.GDP.PCAP.CD,2019,63306.79998079774
North America,NAC,NY.GDP.PCAP.CD,2020,62262.642409837994
OECD members,OED,NY.GDP.PCAP.CD,1990,17011.413526842574
OECD members,OED,NY.GDP.PCAP.CD,1991,17839.53882231495
OECD members,OED,NY.GDP.PCAP.CD,1992,19011.452865628125
OECD members,OED,NY.GDP.PCAP.CD,1993,19133.097284678784
OECD members,OED,NY.GDP.PCAP.CD,1994,20283.255623877154
OECD members,OED,NY.GDP.PCAP.CD,1995,22178.78509584159
OECD members,OED,NY.GDP.PCAP.CD,1996,22192.551282596825
OECD members,OED,NY.GDP.PCAP.CD,1997,21688.95621276093
OECD members,OED,NY.GDP.PCAP.CD,1998,21752.91146937499
OECD members,OED,NY.GDP.PCAP.CD,1999,22687.661404502822
OECD members,OED,NY.GDP.PCAP.CD,2000,23025.787524206
OECD members,OED,NY.GDP.PCAP.CD,2001,22648.44598555095
OECD members,OED,NY.GDP.PCAP.CD,2002,23456.16415539848
OECD members,OED,NY.GDP.PCAP.CD,2003,26045.496706345337
OECD members,OED,NY.GDP.PCAP.CD,2004,28790.077147911994
OECD members,OED,NY.GDP.PCAP.CD,2005,30235.204083447527
OECD members,OED,NY.GDP.PCAP.CD,2006,31673.81219245759
OECD members,OED,NY.GDP.PCAP.CD,2007,34431.432840374124
OECD members,OED,NY.GDP.PCAP.CD,2008,36277.493601139475
OECD members,OED,NY.GDP.PCAP.CD,2009,33699.064559040715
OECD members,OED,NY.GDP.PCAP.CD,2010,35109.15374255293
OECD members,OED,NY.GDP.PCAP.CD,2011,37574.56018588641
OECD members,OED,NY.GDP.PCAP.CD,2012,37293.60706804919
OECD members,OED,NY.GDP.PCAP.CD,2013,37604.10105768363
OECD members,OED,NY.GDP.PCAP.CD,2014,38158.006214910245
OECD members,OED,NY.GDP.PCAP.CD,2015,35772.53213744491
OECD members,OED,NY.GDP.PCAP.CD,2016,36235.99882506374
OECD members,OED,NY.GDP.PCAP.CD,2017,37617.86310468859
OECD members,OED,NY.GDP.PCAP.CD,2018,39539.186115128745
OECD members,OED,NY.GDP.PCAP.CD,2019,39718.013614756484
OECD members,OED,NY.GDP.PCAP.CD,2020,38704.977309134294
Other small states,OSS,NY.GDP.PCAP.CD,1990,3547.63593353763
Other small states,OSS,NY.GDP.PCAP.CD,1991,3649.4666875768708
Other small states,OSS,NY.GDP.PCAP.CD,1992,3923.8693280597045
Other small states,OSS,NY.GDP.PCAP.CD,1993,3741.3004202141215
Other small states,OSS,NY.GDP.PCAP.CD,1994,3927.0574908449266
Other small states,OSS,NY.GDP.PCAP.CD,1995,4632.9672812554
Other small states,OSS,NY.GDP.PCAP.CD,1996,4711.511651287179
Other small states,OSS,NY.GDP.PCAP.CD,1997,4663.400335075998
Other small states,OSS,NY.GDP.PCAP.CD,1998,4622.04296158061
Other small states,OSS,NY.GDP.PCAP.CD,1999,4817.465754043664
Other small states,OSS,NY.GDP.PCAP.CD,2000,4841.121925389012
Other small states,OSS,NY.GDP.PCAP.CD,2001,4776.628509802989
Other small states,OSS,NY.GDP.PCAP.CD,2002,5136.076431306257
Other small states,OSS,NY.GDP.PCAP.CD,2003,6303.2602342962455
Other small states,OSS,NY.GDP.PCAP.CD,2004,7412.850356078183
Other small states,OSS,NY.GDP.PCAP.CD,2005,8212.842244596866
Other small states,OSS,NY.GDP.PCAP.CD,2006,9025.355979505479
Other small states,OSS,NY.GDP.PCAP.CD,2007,10725.399639014347
Other small states,OSS,NY.GDP.PCAP.CD,2008,11492.335263487881
Other small states,OSS,NY.GDP.PCAP.CD,2009,9798.29687724593
Other small states,OSS,NY.GDP.PCAP.CD,2010,10129.001124262542
Other small states,OSS,NY.GDP.PCAP.CD,2011,11452.419715889428
Other small states,OSS,NY.GDP.PCAP.CD,2012,11066.661122605974
Other small states,OSS,NY.GDP.PCAP.CD,2013,11402.96920881156
Other small states,OSS,NY.GDP.PCAP.CD,2014,11654.516368527726
Other small states,OSS,NY.GDP.PCAP.CD,2015,10334.098700600536
Other small states,OSS,NY.GDP.PCAP.CD,2016,10776.870920469994
Other small states,OSS,NY.GDP.PCAP.CD,2017,11912.476355595594
Other small states,OSS,NY.GDP.PCAP.CD,2018,12980.342537999304
Other small states,OSS,NY.GDP.PCAP.CD,2019,12871.165762200058
Other small states,OSS,NY.GDP.PCAP.CD,2020,11728.952451927447
Pacific island small states,PSS,NY.GDP.PCAP.CD,1990,1343.2771999377298
Pacific island small states,PSS,NY.GDP.PCAP.CD,1991,1404.2097710008802
Pacific island small states,PSS,NY.GDP.PCAP.CD,1992,1519.6482489765726
Pacific island small states,PSS,NY.GDP.PCAP.CD,1993,1573.6352557608257
Pacific island small states,PSS,NY.GDP.PCAP.CD,1994,1818.2250906598213
Pacific island small states,PSS,NY.GDP.PCAP.CD,1995,1948.7658678506816
Pacific island small states,PSS,NY.GDP.PCAP.CD,1996,2061.836951124427
Pacific island small states,PSS,NY.GDP.PCAP.CD,1997,2037.0260745999283
Pacific island small states,PSS,NY.GDP.PCAP.CD,1998,1729.2906989666421
Pacific island small states,PSS,NY.GDP.PCAP.CD,1999,1858.8496709847593
Pacific island small states,PSS,NY.GDP.PCAP.CD,2000,1688.3876736159457
Pacific island small states,PSS,NY.GDP.PCAP.CD,2001,1639.2820747388203
Pacific island small states,PSS,NY.GDP.PCAP.CD,2002,1697.335606132958
Pacific island small states,PSS,NY.GDP.PCAP.CD,2003,1999.392433763362
Pacific island small states,PSS,NY.GDP.PCAP.CD,2004,2272.931629931322
Pacific island small states,PSS,NY.GDP.PCAP.CD,2005,2494.5341943597505
